# STATION: WBB,,,,,
# STATION NAME: U of U William Browning Building,,,,,
# LATITUDE: 40.76623,,,,,
# LONGITUDE: -111.84755,,,,,
# ELEVATION [ft]: 4806,,,,,
# STATE: UT,,,,,
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1
,,Fahrenheit,%,Miles/hour,Degrees
WBB,09/07/2019 10:00 MDT,77.38,35.44,0.09,243.7
WBB,09/07/2019 10:01 MDT,77.49,35.4,0.04,259.9
WBB,09/07/2019 10:02 MDT,77.43,35.07,0.36,267.1
WBB,09/07/2019 10:03 MDT,77.81,34.47,0.07,267.1
WBB,09/07/2019 10:04 MDT,77.92,34.12,0.18,265.9
WBB,09/07/2019 10:05 MDT,77.81,34.83,2.59,233.6
WBB,09/07/2019 10:06 MDT,77.34,36.02,3.2,227.8
WBB,09/07/2019 10:07 MDT,76.93,37.71,2.19,210.6
WBB,09/07/2019 10:08 MDT,77.2,36.36,1.57,195.6
WBB,09/07/2019 10:09 MDT,77.49,35.89,1.14,202.1
WBB,09/07/2019 10:10 MDT,77.59,35.84,2.06,294.9
WBB,09/07/2019 10:11 MDT,77.59,35.37,0.67,285.7
WBB,09/07/2019 10:12 MDT,77.38,36.05,1.74,288.9
WBB,09/07/2019 10:13 MDT,77.13,36.51,1.81,302.6
WBB,09/07/2019 10:14 MDT,77.07,37.55,0.29,306.8
WBB,09/07/2019 10:15 MDT,77.36,37.31,3.22,222.4
WBB,09/07/2019 10:16 MDT,77.63,35.34,3.47,200.7
WBB,09/07/2019 10:17 MDT,77.79,35.09,3.91,205.3
WBB,09/07/2019 10:18 MDT,77.52,34.74,2.66,227.6
WBB,09/07/2019 10:19 MDT,77.38,35.04,0.09,213
WBB,09/07/2019 10:20 MDT,77.97,34.31,0.36,204.2
WBB,09/07/2019 10:21 MDT,78.17,33.71,3.6,224
WBB,09/07/2019 10:22 MDT,77.7,34.17,3.53,222.8
WBB,09/07/2019 10:23 MDT,76.96,35.53,2.66,217
WBB,09/07/2019 10:24 MDT,77.02,35.58,1.88,226.1
WBB,09/07/2019 10:25 MDT,77.29,35.62,2.06,172.2
WBB,09/07/2019 10:26 MDT,77.81,34.05,2.89,150.2
WBB,09/07/2019 10:27 MDT,78.26,32.44,1.36,174.6
WBB,09/07/2019 10:28 MDT,78.53,31.78,0.54,175
WBB,09/07/2019 10:29 MDT,79.07,31.55,0.04,174.8
WBB,09/07/2019 10:30 MDT,79.86,30.79,0.25,174.6
WBB,09/07/2019 10:31 MDT,80.35,30.31,0,
WBB,09/07/2019 10:32 MDT,80.24,31.18,0.13,179.3
WBB,09/07/2019 10:33 MDT,80.47,30.49,1.12,270.3
WBB,09/07/2019 10:34 MDT,79.9,30.88,1.16,262.5
WBB,09/07/2019 10:35 MDT,79.21,32.01,0.96,257.6
WBB,09/07/2019 10:36 MDT,78.85,32.42,0.85,257.7
WBB,09/07/2019 10:37 MDT,78.93,33.17,0.43,248.4
WBB,09/07/2019 10:38 MDT,79.02,32.77,1.81,226.4
WBB,09/07/2019 10:39 MDT,79.21,32.7,2.64,186.6
WBB,09/07/2019 10:40 MDT,79.45,31.6,3.27,190.9
WBB,09/07/2019 10:41 MDT,79.16,32.31,2.24,169.4
WBB,09/07/2019 10:42 MDT,79.47,32,2.1,125.6
WBB,09/07/2019 10:43 MDT,79.93,31.47,2.53,143.4
WBB,09/07/2019 10:44 MDT,80.06,31.39,2.1,158.2
WBB,09/07/2019 10:45 MDT,79.9,31.66,1.45,148.9
WBB,09/07/2019 10:46 MDT,79.84,31.56,0.94,161
WBB,09/07/2019 10:47 MDT,79.93,32.19,0.34,134.6
WBB,09/07/2019 10:48 MDT,79.83,32.34,1.03,50.98
WBB,09/07/2019 10:49 MDT,79.3,32.84,2.77,249.4
WBB,09/07/2019 10:50 MDT,78.76,32.8,2.06,223.9
WBB,09/07/2019 10:51 MDT,78.76,32.94,2.64,224.2
WBB,09/07/2019 10:52 MDT,78.73,33.4,2.86,197.3
WBB,09/07/2019 10:53 MDT,78.67,32.7,2.42,210.8
WBB,09/07/2019 10:54 MDT,78.13,33.51,2.48,212.7
WBB,09/07/2019 10:55 MDT,78.03,33.95,1.88,214.2
WBB,09/07/2019 10:56 MDT,78.03,33.98,1.97,225
WBB,09/07/2019 10:57 MDT,78.37,33.62,3.65,210.7
WBB,09/07/2019 10:58 MDT,78.08,33.76,4.27,227.1
WBB,09/07/2019 10:59 MDT,77.45,34.48,3.47,227.4
WBB,09/07/2019 11:00 MDT,77.14,34.82,2.04,232.5
WBB,09/07/2019 11:01 MDT,77.22,34.73,1.34,238.4
WBB,09/07/2019 11:02 MDT,77.54,34.19,1.19,238
WBB,09/07/2019 11:03 MDT,77.95,33.6,0.04,214
WBB,09/07/2019 11:04 MDT,78.35,33.25,0.6,245.3
WBB,09/07/2019 11:05 MDT,78.78,33.6,0.34,223.8
WBB,09/07/2019 11:06 MDT,79.3,33.74,1.68,225.6
WBB,09/07/2019 11:07 MDT,79.72,32.46,1.97,273.8
WBB,09/07/2019 11:08 MDT,80.11,31.9,2.06,255.8
WBB,09/07/2019 11:09 MDT,80.15,31.78,1.72,234.2
WBB,09/07/2019 11:10 MDT,80.28,31.69,0.92,298.1
WBB,09/07/2019 11:11 MDT,80.53,31.62,2.04,280.7
WBB,09/07/2019 11:12 MDT,80.71,31.44,2.48,318.3
WBB,09/07/2019 11:13 MDT,80.71,31.09,2.86,310.7
WBB,09/07/2019 11:14 MDT,80.33,31.58,2.62,299.2
WBB,09/07/2019 11:15 MDT,79.66,32.32,2.73,267.1
WBB,09/07/2019 11:16 MDT,78.87,33.35,3,316.3
WBB,09/07/2019 11:17 MDT,78.19,33.9,2.24,324.6
WBB,09/07/2019 11:18 MDT,77.85,34.46,3.15,333.4
WBB,09/07/2019 11:19 MDT,77.63,34.73,3.09,341.1
WBB,09/07/2019 11:20 MDT,77.79,34.86,3.44,321.7
WBB,09/07/2019 11:21 MDT,78.17,35.84,2.21,256.6
WBB,09/07/2019 11:22 MDT,78.58,35.05,1.19,313.5
WBB,09/07/2019 11:23 MDT,79.12,34.09,1.86,257.7
WBB,09/07/2019 11:24 MDT,79.3,32.88,3.47,232.4
WBB,09/07/2019 11:25 MDT,79.29,32.92,3.38,231.7
WBB,09/07/2019 11:26 MDT,79.34,32.93,2.06,250.7
WBB,09/07/2019 11:27 MDT,79.65,32.56,1.52,231.6
WBB,09/07/2019 11:28 MDT,80.01,32.35,2.01,269.9
WBB,09/07/2019 11:29 MDT,79.93,32.05,3.09,269.3
WBB,09/07/2019 11:30 MDT,79.65,31.84,1.9,251.4
WBB,09/07/2019 11:31 MDT,79.16,32.51,2.59,233
WBB,09/07/2019 11:32 MDT,78.85,33.21,2.66,236.6
WBB,09/07/2019 11:33 MDT,79.05,32.85,4.18,267.7
WBB,09/07/2019 11:34 MDT,79.29,32.38,3.96,266.1
WBB,09/07/2019 11:35 MDT,79.43,31.86,2.59,268.1
WBB,09/07/2019 11:36 MDT,79.79,31.37,1.25,260.1
WBB,09/07/2019 11:37 MDT,80.37,31.05,3.36,245.3
WBB,09/07/2019 11:38 MDT,80.31,31.21,4.72,246.2
WBB,09/07/2019 11:39 MDT,79.83,31.39,5.3,248.7
WBB,09/07/2019 11:40 MDT,79.12,32.64,3,281.2
WBB,09/07/2019 11:41 MDT,79.38,32.45,2.17,321.5
WBB,09/07/2019 11:42 MDT,79.7,31.55,3.89,226.2
WBB,09/07/2019 11:43 MDT,79.36,32.58,5.41,239.4
WBB,09/07/2019 11:44 MDT,78.94,32.64,4.7,235
WBB,09/07/2019 11:45 MDT,78.48,33.59,4.09,227.8
WBB,09/07/2019 11:46 MDT,78.3,33.63,2.75,215.3
WBB,09/07/2019 11:47 MDT,78.57,33.12,1.48,189.5
WBB,09/07/2019 11:48 MDT,79.25,32.05,1.01,140.8
WBB,09/07/2019 11:49 MDT,80.15,31.61,2.82,184.7
WBB,09/07/2019 11:50 MDT,80.2,32.44,5.14,225.6
WBB,09/07/2019 11:51 MDT,79.5,33.09,1.41,216.7
WBB,09/07/2019 11:52 MDT,79.61,33.02,3.71,165.3
WBB,09/07/2019 11:53 MDT,79.97,33.14,3.83,193.6
WBB,09/07/2019 11:54 MDT,80.2,32.83,3.38,210.2
WBB,09/07/2019 11:55 MDT,80.2,32.84,2.13,162.7
WBB,09/07/2019 11:56 MDT,80.49,32.45,2.73,134.6
WBB,09/07/2019 11:57 MDT,80.89,31.56,3.62,190
WBB,09/07/2019 11:58 MDT,81.05,31.03,3.29,200.4
WBB,09/07/2019 11:59 MDT,81.21,31.14,3.24,237.9
WBB,09/07/2019 12:00 MDT,81.23,31.64,2.82,216.6
WBB,09/07/2019 12:01 MDT,81.5,31.29,2.68,249.7
WBB,09/07/2019 12:02 MDT,81.9,31.29,1.79,331.8
WBB,09/07/2019 12:03 MDT,82.31,30.06,1.05,243.7
WBB,09/07/2019 12:04 MDT,83.01,29.3,0.56,224.3
WBB,09/07/2019 12:05 MDT,83.37,28.63,1.9,185
WBB,09/07/2019 12:06 MDT,83.39,28.47,2.35,210
WBB,09/07/2019 12:07 MDT,82.99,29.38,2.8,231.5
WBB,09/07/2019 12:08 MDT,82.06,30.08,3.76,219.5
WBB,09/07/2019 12:09 MDT,81.57,31.21,3.56,258.2
WBB,09/07/2019 12:10 MDT,81.18,31.53,4.29,240.2
WBB,09/07/2019 12:11 MDT,80.65,31.61,5.17,197.8
WBB,09/07/2019 12:12 MDT,80.73,31.46,2.95,173
WBB,09/07/2019 12:13 MDT,81.16,31.12,1.21,339.7
WBB,09/07/2019 12:14 MDT,81.5,30.53,1.61,249.9
WBB,09/07/2019 12:15 MDT,81.41,29.86,1.74,274.2
WBB,09/07/2019 12:16 MDT,81.32,31.22,1.61,72.11
WBB,09/07/2019 12:17 MDT,81.7,30.53,1.39,80.6
WBB,09/07/2019 12:18 MDT,82.02,30.67,2.24,287.7
WBB,09/07/2019 12:19 MDT,82.06,29.7,1.36,230.5
WBB,09/07/2019 12:20 MDT,82.65,29.46,0.43,230
WBB,09/07/2019 12:21 MDT,83.19,28.8,2.89,286.8
WBB,09/07/2019 12:22 MDT,82.9,28.65,2.53,339.3
WBB,09/07/2019 12:23 MDT,82.29,29.81,1.72,326.5
WBB,09/07/2019 12:24 MDT,82.26,30.08,2.33,272.8
WBB,09/07/2019 12:25 MDT,82.27,29.63,2.93,251.8
WBB,09/07/2019 12:26 MDT,82.02,29.07,1.34,210.9
WBB,09/07/2019 12:27 MDT,82.17,28.88,0.74,202.6
WBB,09/07/2019 12:28 MDT,82.58,28.37,1.41,161.2
WBB,09/07/2019 12:29 MDT,82.94,28.57,2.24,281
WBB,09/07/2019 12:30 MDT,82.8,28.55,4.56,250.8
WBB,09/07/2019 12:31 MDT,82.31,29,3.56,279.6
WBB,09/07/2019 12:32 MDT,81.81,29.43,4.56,252.1
WBB,09/07/2019 12:33 MDT,81.34,30.21,2.57,242
WBB,09/07/2019 12:34 MDT,81.73,30.36,1.36,223.8
WBB,09/07/2019 12:35 MDT,82.38,29.95,0.87,359.1
WBB,09/07/2019 12:36 MDT,82.38,28.97,3.02,276.9
WBB,09/07/2019 12:37 MDT,81.52,29.74,3.11,327
WBB,09/07/2019 12:38 MDT,81.61,29.67,2.17,290.6
WBB,09/07/2019 12:39 MDT,82.13,29.45,0.81,275.7
WBB,09/07/2019 12:40 MDT,82.38,29.13,2.64,321.3
WBB,09/07/2019 12:41 MDT,82.44,29.55,2.24,248.6
WBB,09/07/2019 12:42 MDT,82.18,29.53,2.33,287.9
WBB,09/07/2019 12:43 MDT,82.09,30.4,1.92,86.5
WBB,09/07/2019 12:44 MDT,82.35,29.97,0.2,55.48
WBB,09/07/2019 12:45 MDT,83.01,29.73,0.72,27.78
WBB,09/07/2019 12:46 MDT,83.43,28.91,2.04,273.3
WBB,09/07/2019 12:47 MDT,82.99,28.27,6.62,308.6
WBB,09/07/2019 12:48 MDT,81.79,29.29,6.46,325.1
WBB,09/07/2019 12:49 MDT,81.23,29.72,4.68,328.8
WBB,09/07/2019 12:50 MDT,81.5,30.52,2.95,278.1
WBB,09/07/2019 12:51 MDT,81.75,29.64,4.72,275.9
WBB,09/07/2019 12:52 MDT,81.86,29.35,4.43,266.3
WBB,09/07/2019 12:53 MDT,81.66,29.24,5.17,254.1
WBB,09/07/2019 12:54 MDT,81.37,29.81,1.74,275.7
WBB,09/07/2019 12:55 MDT,81.97,29.59,1.88,253
WBB,09/07/2019 12:56 MDT,82.69,29.47,2.82,8.14
WBB,09/07/2019 12:57 MDT,82.56,29.05,8.12,303.1
WBB,09/07/2019 12:58 MDT,81.57,29.7,3.94,290.1
WBB,09/07/2019 12:59 MDT,81.16,30.42,4.99,290.7
WBB,09/07/2019 13:00 MDT,80.65,30.4,5.19,301
WBB,09/07/2019 13:01 MDT,80.24,30.45,2.82,265.3
WBB,09/07/2019 13:02 MDT,80.6,30.05,3.6,303.7
WBB,09/07/2019 13:03 MDT,80.89,29.79,1.5,261
WBB,09/07/2019 13:04 MDT,81.23,29.66,0.27,268.3
WBB,09/07/2019 13:05 MDT,81.91,30.49,2.21,263.4
WBB,09/07/2019 13:06 MDT,82.38,28.93,2.15,265.1
WBB,09/07/2019 13:07 MDT,83.03,28.51,1.7,231.3
WBB,09/07/2019 13:08 MDT,82.94,28.05,5.35,216.4
WBB,09/07/2019 13:09 MDT,82.27,29.21,4.12,218.5
WBB,09/07/2019 13:10 MDT,82.02,29.6,4.5,201.9
WBB,09/07/2019 13:11 MDT,82.26,28.8,5.39,203.6
WBB,09/07/2019 13:12 MDT,82.63,28.51,4.9,200.3
WBB,09/07/2019 13:13 MDT,82.72,29.33,3.24,216
WBB,09/07/2019 13:14 MDT,82.92,29.48,1.34,259.3
WBB,09/07/2019 13:15 MDT,83.37,28.98,3.58,304
WBB,09/07/2019 13:16 MDT,83.44,29.21,4.09,252.7
WBB,09/07/2019 13:17 MDT,83.03,29.36,5.82,315.9
WBB,09/07/2019 13:18 MDT,82.26,28.61,6.73,309.6
WBB,09/07/2019 13:19 MDT,81.28,29.74,5.88,316
WBB,09/07/2019 13:20 MDT,80.98,30.59,4.97,327.3
WBB,09/07/2019 13:21 MDT,81.19,30.25,6.31,321.3
WBB,09/07/2019 13:22 MDT,81,29.93,4.32,312.7
WBB,09/07/2019 13:23 MDT,80.98,30.16,4.36,304.3
WBB,09/07/2019 13:24 MDT,81.01,30.99,5.01,264.3
WBB,09/07/2019 13:25 MDT,81.21,30.84,4.03,266.8
WBB,09/07/2019 13:26 MDT,81.55,30.56,3.6,240.7
WBB,09/07/2019 13:27 MDT,81.63,30.62,5.08,209.1
WBB,09/07/2019 13:28 MDT,81.97,29.86,4.9,231.5
WBB,09/07/2019 13:29 MDT,82.06,29.87,7.36,257.9
WBB,09/07/2019 13:30 MDT,81.82,29.54,7.83,254.7
WBB,09/07/2019 13:31 MDT,81.46,29.86,5.44,256.6
WBB,09/07/2019 13:32 MDT,81.41,29.79,4.81,260.4
WBB,09/07/2019 13:33 MDT,81.61,29.07,6.08,256.1
WBB,09/07/2019 13:34 MDT,81.97,28.6,3.11,261.7
WBB,09/07/2019 13:35 MDT,82.58,29.1,2.35,279.5
WBB,09/07/2019 13:36 MDT,82.92,28.59,4.85,284.2
WBB,09/07/2019 13:37 MDT,82.69,29.35,3.83,270.6
WBB,09/07/2019 13:38 MDT,82.96,28.51,4.03,266.7
WBB,09/07/2019 13:39 MDT,83.26,27.14,2.71,276.3
WBB,09/07/2019 13:40 MDT,83.39,28.27,2.01,269.3
WBB,09/07/2019 13:41 MDT,83.55,27.58,1.57,266.4
WBB,09/07/2019 13:42 MDT,83.66,27.95,1.52,256.6
WBB,09/07/2019 13:43 MDT,83.97,27.77,3.62,218.2
WBB,09/07/2019 13:44 MDT,83.82,27.39,6.64,216.2
WBB,09/07/2019 13:45 MDT,83.16,28.84,2.82,189.9
WBB,09/07/2019 13:46 MDT,83.43,28.97,4.09,229.8
WBB,09/07/2019 13:47 MDT,83.43,29.2,5.21,252.5
WBB,09/07/2019 13:48 MDT,83.14,29.72,6.71,234.4
WBB,09/07/2019 13:49 MDT,82.83,29,7.47,238.5
WBB,09/07/2019 13:50 MDT,82.22,27.69,7.16,234.9
WBB,09/07/2019 13:51 MDT,81.93,27.42,4.63,259.8
WBB,09/07/2019 13:52 MDT,82.36,25.9,2.84,287.3
WBB,09/07/2019 13:53 MDT,82.99,24.39,4.88,271.7
WBB,09/07/2019 13:54 MDT,83.59,23.4,4.23,291.6
WBB,09/07/2019 13:55 MDT,83.77,20.84,4.94,266.5
WBB,09/07/2019 13:56 MDT,84.09,21.45,1.81,272.3
WBB,09/07/2019 13:57 MDT,84.43,23.62,3.38,254
WBB,09/07/2019 13:58 MDT,84.49,24.57,3,250.7
WBB,09/07/2019 13:59 MDT,84.76,25.03,3.6,270
WBB,09/07/2019 14:00 MDT,84.38,26.53,4.34,234.7
WBB,09/07/2019 14:01 MDT,84.15,26.6,7.34,255.5
WBB,09/07/2019 14:02 MDT,84.16,24.47,7.45,267.7
WBB,09/07/2019 14:03 MDT,84.2,25.16,7.94,260.6
WBB,09/07/2019 14:04 MDT,84.11,24.33,7.83,279.9
WBB,09/07/2019 14:05 MDT,83.59,22.76,5.37,286.3
WBB,09/07/2019 14:06 MDT,83.05,20.65,8.34,299.3
WBB,09/07/2019 14:07 MDT,82.62,22.98,7.27,280.5
WBB,09/07/2019 14:08 MDT,82.56,24.3,6.08,260.3
WBB,09/07/2019 14:09 MDT,83.01,23.36,3.8,277.9
WBB,09/07/2019 14:10 MDT,83.61,22.63,4.61,280.8
WBB,09/07/2019 14:11 MDT,84.13,21.2,6.04,259.1
WBB,09/07/2019 14:12 MDT,84.18,19.25,7.52,271.3
WBB,09/07/2019 14:13 MDT,84.09,19.39,9.89,274.6
WBB,09/07/2019 14:14 MDT,83.86,19.28,10.51,271.8
WBB,09/07/2019 14:15 MDT,83.44,20.17,9.69,265.7
WBB,09/07/2019 14:16 MDT,83.46,20.74,6.17,265.1
WBB,09/07/2019 14:17 MDT,83.53,21.91,4.03,272.4
WBB,09/07/2019 14:18 MDT,83.64,21.76,4.25,263.8
WBB,09/07/2019 14:19 MDT,83.8,22.38,2.64,278
WBB,09/07/2019 14:20 MDT,84.33,21.81,0.78,317.5
WBB,09/07/2019 14:21 MDT,84.74,22.11,3.6,272.1
WBB,09/07/2019 14:22 MDT,84.63,21.31,4.99,256.7
WBB,09/07/2019 14:23 MDT,84.27,22.06,7.05,304
WBB,09/07/2019 14:24 MDT,83.77,23.14,3.11,295.7
WBB,09/07/2019 14:25 MDT,84.04,23.4,1.74,294
WBB,09/07/2019 14:26 MDT,84.63,23.1,2.77,291.9
WBB,09/07/2019 14:27 MDT,84.85,23.21,2.91,269.4
WBB,09/07/2019 14:28 MDT,85.23,22.56,4.76,288.7
WBB,09/07/2019 14:29 MDT,85.24,21.12,5.88,284.8
WBB,09/07/2019 14:30 MDT,84.83,20.56,6.13,282.2
WBB,09/07/2019 14:31 MDT,84.47,21.74,5.46,260.4
WBB,09/07/2019 14:32 MDT,84.25,20.78,10.16,268.9
WBB,09/07/2019 14:33 MDT,83.88,21.02,8.61,266.9
WBB,09/07/2019 14:34 MDT,83.88,21.21,5.93,267.7
WBB,09/07/2019 14:35 MDT,83.95,20.88,5.55,267.7
WBB,09/07/2019 14:36 MDT,83.98,21.12,5.66,236.3
WBB,09/07/2019 14:37 MDT,83.91,21.44,7.18,243.9
WBB,09/07/2019 14:38 MDT,83.86,21.63,5.35,261
WBB,09/07/2019 14:39 MDT,83.91,21.88,5.61,317.6
WBB,09/07/2019 14:40 MDT,84.25,21.68,4.16,296
WBB,09/07/2019 14:41 MDT,84.94,21.26,2.19,208.7
WBB,09/07/2019 14:42 MDT,85.14,21.04,5.75,258.1
WBB,09/07/2019 14:43 MDT,84.85,20.82,6.22,254.2
WBB,09/07/2019 14:44 MDT,84.79,20.72,5.46,234.3
WBB,09/07/2019 14:45 MDT,84.34,21.15,6.42,253.3
WBB,09/07/2019 14:46 MDT,83.97,21.09,6.31,248
WBB,09/07/2019 14:47 MDT,83.79,20.83,4.76,226.2
WBB,09/07/2019 14:48 MDT,83.61,20.91,5.32,257.7
WBB,09/07/2019 14:49 MDT,83.57,21.79,5.99,255.3
WBB,09/07/2019 14:50 MDT,83.77,21.7,5.5,260.2
WBB,09/07/2019 14:51 MDT,84.06,21.1,4.72,270.1
WBB,09/07/2019 14:52 MDT,84.27,21.42,5.21,263.7
WBB,09/07/2019 14:53 MDT,84.34,20.46,5.55,304
WBB,09/07/2019 14:54 MDT,84.11,20.85,4.74,301.4
WBB,09/07/2019 14:55 MDT,83.97,21.01,6.06,298.1
WBB,09/07/2019 14:56 MDT,83.79,21.08,5.7,281.6
WBB,09/07/2019 14:57 MDT,84.07,21.81,3.44,288.5
WBB,09/07/2019 14:58 MDT,84.74,21.04,3.11,271.5
WBB,09/07/2019 14:59 MDT,85.19,19.86,7.65,269.6
WBB,09/07/2019 15:00 MDT,85.17,19.7,7.31,272.7
WBB,09/07/2019 15:01 MDT,85.14,19.62,3.94,259.3
WBB,09/07/2019 15:02 MDT,84.92,20.05,5.61,308.6
WBB,09/07/2019 15:03 MDT,84.58,20.11,7.74,322.2
WBB,09/07/2019 15:04 MDT,83.61,21.09,7.23,311.2
WBB,09/07/2019 15:05 MDT,82.81,21.5,4.09,302.9
WBB,09/07/2019 15:06 MDT,82.63,21.43,1.61,343.2
WBB,09/07/2019 15:07 MDT,82.9,21.5,3.42,294.5
WBB,09/07/2019 15:08 MDT,83.37,21.85,6.29,283.6
WBB,09/07/2019 15:09 MDT,83.5,21.55,7.87,294.9
WBB,09/07/2019 15:10 MDT,82.99,21.58,8.32,304
WBB,09/07/2019 15:11 MDT,82.65,22.31,6.13,276.8
WBB,09/07/2019 15:12 MDT,82.89,22.36,9.24,304.4
WBB,09/07/2019 15:13 MDT,82.85,22.63,9.15,310.6
WBB,09/07/2019 15:14 MDT,82.45,21.54,8.55,311.4
WBB,09/07/2019 15:15 MDT,82,22.22,5.46,315.2
WBB,09/07/2019 15:16 MDT,82.02,22.87,4.27,301.2
WBB,09/07/2019 15:17 MDT,82.29,22.49,5.1,290.5
WBB,09/07/2019 15:18 MDT,82.8,22.04,2.66,278.8
WBB,09/07/2019 15:19 MDT,83.46,21.9,3.67,281
WBB,09/07/2019 15:20 MDT,83.82,21.81,5.08,294
WBB,09/07/2019 15:21 MDT,83.97,21.72,3.89,273.5
WBB,09/07/2019 15:22 MDT,84.49,21.76,1.23,0.28
WBB,09/07/2019 15:23 MDT,85.15,21.38,3.27,264.9
WBB,09/07/2019 15:24 MDT,85.3,20.47,3.06,260.5
WBB,09/07/2019 15:25 MDT,85.3,20.34,0.65,279.7
WBB,09/07/2019 15:26 MDT,85.82,20.26,0.54,298.3
WBB,09/07/2019 15:27 MDT,86.25,20.45,4.14,266.3
WBB,09/07/2019 15:28 MDT,85.87,20.22,7.45,263.9
WBB,09/07/2019 15:29 MDT,85.64,20.21,7.7,270.5
WBB,09/07/2019 15:30 MDT,85.24,20.73,5.01,280.5
WBB,09/07/2019 15:31 MDT,85.32,20.74,5.53,277.3
WBB,09/07/2019 15:32 MDT,85.01,20.17,7.02,295.2
WBB,09/07/2019 15:33 MDT,84.13,20.87,4.74,269.8
WBB,09/07/2019 15:34 MDT,83.82,21.24,4.36,257.6
WBB,09/07/2019 15:35 MDT,83.95,21.09,5.1,272.2
WBB,09/07/2019 15:36 MDT,84.22,21.08,5.26,281.2
WBB,09/07/2019 15:37 MDT,84.4,21.11,8.1,295.1
WBB,09/07/2019 15:38 MDT,84.15,21.27,9.51,300.9
WBB,09/07/2019 15:39 MDT,83.88,21.52,12.06,307.3
WBB,09/07/2019 15:40 MDT,83.25,22.1,7.85,290.3
WBB,09/07/2019 15:41 MDT,83.08,22.43,8.43,310.8
WBB,09/07/2019 15:42 MDT,82.74,21.8,11.92,316.2
WBB,09/07/2019 15:43 MDT,82.11,22.46,10.69,308.7
WBB,09/07/2019 15:44 MDT,81.99,23.21,5.1,283.7
WBB,09/07/2019 15:45 MDT,82.38,22.84,5.64,298.3
WBB,09/07/2019 15:46 MDT,82.85,22.59,6.46,309.7
WBB,09/07/2019 15:47 MDT,82.89,22.03,4.34,306.4
WBB,09/07/2019 15:48 MDT,83.23,22.44,4.09,322.8
WBB,09/07/2019 15:49 MDT,83.62,21.94,4.45,327.4
WBB,09/07/2019 15:50 MDT,83.55,21.87,3.06,327
WBB,09/07/2019 15:51 MDT,83.5,21.92,0.98,324.6
WBB,09/07/2019 15:52 MDT,83.77,22.19,0.04,340.1
WBB,09/07/2019 15:53 MDT,84.38,21.76,2.86,1.22
WBB,09/07/2019 15:54 MDT,84.61,21.36,3.27,352.4
WBB,09/07/2019 15:55 MDT,85.23,21.57,1.25,300.2
WBB,09/07/2019 15:56 MDT,86,20.48,1.28,269
WBB,09/07/2019 15:57 MDT,86.32,20.62,5.7,298.4
WBB,09/07/2019 15:58 MDT,85.91,21.11,3.85,289.3
WBB,09/07/2019 15:59 MDT,85.73,21.11,7.78,310.6
WBB,09/07/2019 16:00 MDT,85.1,21.79,7.31,336.4
WBB,09/07/2019 16:01 MDT,84.78,22.13,8.55,309.2
WBB,09/07/2019 16:02 MDT,84.38,21.92,10.22,301.8
WBB,09/07/2019 16:03 MDT,83.8,22.3,9.37,312.9
WBB,09/07/2019 16:04 MDT,83.21,21.83,11.77,321.3
WBB,09/07/2019 16:05 MDT,82.54,22.43,9.69,332
WBB,09/07/2019 16:06 MDT,82.54,22.44,10.74,330.9
WBB,09/07/2019 16:07 MDT,82.83,22.19,11.27,321.6
WBB,09/07/2019 16:08 MDT,82.47,22.03,9.93,317.9
WBB,09/07/2019 16:09 MDT,82.18,22.96,7.29,309.6
WBB,09/07/2019 16:10 MDT,82.49,22.92,7.76,299.9
WBB,09/07/2019 16:11 MDT,82.44,22.13,8.19,287.7
WBB,09/07/2019 16:12 MDT,82.49,22.1,5.3,307
WBB,09/07/2019 16:13 MDT,82.69,22.24,6.98,320.5
WBB,09/07/2019 16:14 MDT,82.92,22.27,5.84,321.1
WBB,09/07/2019 16:15 MDT,83.34,22.61,3.31,293.5
WBB,09/07/2019 16:16 MDT,83.7,21.61,4.34,295.2
WBB,09/07/2019 16:17 MDT,83.77,21.4,3.44,287
WBB,09/07/2019 16:18 MDT,83.62,21.17,1.54,294.6
WBB,09/07/2019 16:19 MDT,84.13,21,0.49,308.1
WBB,09/07/2019 16:20 MDT,84.9,20.8,2.93,248.9
WBB,09/07/2019 16:21 MDT,85.39,20.13,3.76,273
WBB,09/07/2019 16:22 MDT,85.82,19.72,3.33,252.1
WBB,09/07/2019 16:23 MDT,85.69,19.81,3.09,237.9
WBB,09/07/2019 16:24 MDT,85.46,20.02,3.09,229.3
WBB,09/07/2019 16:25 MDT,85.44,20.4,2.59,212.4
WBB,09/07/2019 16:26 MDT,85.95,20.37,0.27,203.5
WBB,09/07/2019 16:27 MDT,86.61,20.07,1.83,338
WBB,09/07/2019 16:28 MDT,86.54,20.05,6.46,6.59
WBB,09/07/2019 16:29 MDT,85.95,20.96,7.18,323.4
WBB,09/07/2019 16:30 MDT,85.51,21.68,6.53,311
WBB,09/07/2019 16:31 MDT,85.39,21.24,7.58,334.9
WBB,09/07/2019 16:32 MDT,84.88,21.19,7.81,348
WBB,09/07/2019 16:33 MDT,84.4,21.55,5.7,324.8
WBB,09/07/2019 16:34 MDT,84.13,21.53,9.93,348
WBB,09/07/2019 16:35 MDT,83.64,21.82,9.64,339.8
WBB,09/07/2019 16:36 MDT,83.5,22.12,6.76,355.4
WBB,09/07/2019 16:37 MDT,83.64,21.7,4.88,348.2
